time,Theta_set,Theta_input
,40,36.49
,40,35.45
,40,34.63
,40,34.45
,40,34.81
,40,35.58
,40,36.55
,40,37.47
,40,38.21
,40,38.86
,40,39.55
,40,40.25
,40,40.9
,40,41.45
,40,41.95
,40,42.14
,40,41.98
,40,41.61
,40,41.09
,40,40.56
,40,39.96
,40,39.5
,40,39.3
,40,39.14
,40,39.02
,40,39.07
,40,39.16
,40,39.23
,40,39.2
,40,39.12
,40,39.03
,40,38.95
,40,38.89
,40,38.84
,40,38.79
,40,38.71
,40,38.67
,40,38.66
,40,38.67
,40,38.66
,40,38.62
,40,38.58
,40,38.55
,40,38.49
,40,38.43
,40,38.36
,40,38.28
,40,38.18
,40,38.1
,40,38.02
,40,37.96
,40,37.89
,40,37.81
,40,37.74
,40,37.66
,40,37.58
,40,37.5
,40,37.4
,40,37.3
,40,37.41
,40,37.79
,40,38.49
,40,39.17
,40,39.61
,40,40.05
,40,40.55
,40,40.99
,40,41.35
,40,41.68
,40,42.06
,40,42.28
,40,42.18
,40,41.85
,40,41.47
,40,41.31
,40,41.27
,40,41.05
,40,40.97
,40,41.21
,40,41.41
,40,41.49
,40,41.6
,40,41.61
,40,41.22
,40,40.55
,40,39.88
,40,39.52
,40,39.32
,40,39.06
,40,38.99
,40,39.12
,40,39.26
,40,39.48
,40,39.84
,40,40.17
,40,40.35
,40,40.5
,40,40.68
,40,40.82
,40,40.94
,40,41.08
,40,41.2
,40,41.32
,40,41.43
,40,41.42
,40,41.43
,40,41.53
,40,41.3
,40,40.88
,40,40.47
,40,40.09
,40,39.85
,40,39.76
,40,39.77
,40,39.77
,40,39.84
,40,40.07
,40,40.35
,40,40.54
,40,40.71
,40,40.88
,40,41.05
,40,41.22
,40,41.36
,40,41.33
,40,41.05
,40,40.7
,40,40.31
,40,39.96
,40,39.78
,40,39.75
,40,39.72
,40,39.83
,40,40.09
,40,40.32
,45,40.51
,45,40.66
,45,40.99
,45,41.68
,45,42.55
,45,43.56
,45,44.75
,45,45.97
,45,47.11
,45,48.17
,45,49.1
,45,49.76
,45,50.15
,45,50.34
,45,50.39
,45,50.35
,45,50.2
,45,49.92
,45,49.54
,45,49.08
,45,48.53
,45,47.91
,45,47.25
,45,46.55
,45,45.8
,45,45
,45,44.15
,45,43.12
,45,42.01
,45,41.03
,45,40.2
,45,39.59
,45,39.47
,45,39.91
,45,40.56
,45,41.29
,45,42.23
,45,43.39
,45,44.66
,45,45.84
,45,46.93
,45,47.97
,45,48.89
,45,49.59
,45,50.04
,45,50.24
,45,50.26
,45,50.18
,45,49.97
,45,49.66
,45,49.29
,45,48.83
,45,48.36
,45,47.83
,45,47.26
,45,46.64
,45,45.95
,45,45.21
,45,44.42
,45,43.58
,45,42.6
,45,41.58
,45,40.69
,45,39.96
,45,39.42
,45,39.4
,45,39.9
,45,40.52
,45,41.32
,45,42.31
,45,43.49
,45,44.69
,45,45.83
,45,46.95
,45,47.98
,45,48.77
,45,49.25
,45,49.53
,45,49.59
,45,49.51
,45,49.28
,45,48.96
,45,48.56
,45,48.08
,45,47.56
,45,47.01
,45,46.37
,45,45.65
,45,44.92
,45,44.14
,45,43.42
,45,42.93
,45,42.39
,45,41.89
,45,41.41
,45,40.99
,45,40.62
,45,40.37
,45,40.26
,45,40.34
,40,40.75
,40,41.46
,40,41.92
,40,42.02
,40,41.89
,40,41.65
,40,41.26
,40,40.75
,40,40.13
,40,39.44
,40,38.66
,40,37.92
,40,37.51
,40,37.12
,40,36.77
,40,36.46
,40,36.2
,40,36.01
,40,36.1
,40,36.68
,40,37.56
,40,38.61
,40,39.76
,40,40.88
,40,41.92
,40,42.91
,40,43.65
,40,44.13
,40,44.29
,40,44.18
,40,43.89
,40,43.54
,40,43.13
,40,42.67
,40,42.15
,40,41.55
,40,40.92
,40,40.28
,40,39.57
,40,38.77
,40,38
,40,37.39
,40,36.92
,40,36.59
,40,36.38
,40,36.32
,40,36.44
,40,37.01
,40,38.08
,40,39.39
,40,40.37
,40,41.18
,40,41.92
,40,42.57
,40,43.03
,40,43.2
,40,43.15
,40,42.98
,40,42.69
,40,42.27
,40,41.77
,40,41.24
,6,
,40,40.65
,40,40.03
,40,39.39
,40,38.88
,40,38.71
,40,38.47
,40,38.22
,40,38.04
,40,37.94
,40,38
,40,38.21
,40,38.44
,40,38.74
,40,39.12
,40,39.51
,40,39.9
,40,40.34
,40,40.76
,40,41.18
,40,41.55
,40,41.81
,40,41.93
,40,41.99
,40,42.01
,40,41.92
,40,41.63
,40,41.29
,40,40.95
,40,40.48
,40,39.91
,40,39.52
,40,39.19
,40,38.84
,40,38.54
,40,38.39
,40,38.29
,40,38.28
,40,38.3
,40,38.4
,40,38.62
,40,38.85
,40,39.01
,40,39.17
,40,39.33
,40,39.48
,40,39.61
,40,39.75
,40,39.89
,40,40.01
,40,40.12
,40,40.21
,40,40.34
,40,40.47
,40,40.64
,40,40.83
,40,40.87
,40,40.65
,40,40.36
,40,40.04
,40,39.73
,40,39.59
,40,39.42
,40,39.29
,40,39.1
,40,38.98
,40,38.92
,40,38.89
,40,38.87
,40,38.88
,40,38.93
,40,39
,40,39.06
,40,39.12
,40,39.17
,40,39.17
,40,39.16
,40,39.09
,40,38.99
,40,38.85
,40,38.68
,40,38.49
,40,38.29
,40,38.11
,40,37.95
,40,37.81
,40,37.71
,40,37.68
,40,37.75
,40,37.83
,45,37.85
,45,37.95
,45,38.29
,45,38.95
,45,39.84
,45,40.92
,45,42.09
,45,43.34
,45,44.69
,45,46.04
,45,47.29
,45,48.51
,45,49.7
,45,50.73
,45,51.55
,45,52.19
,45,52.72
,45,53.19
,45,53.64
,45,54.02
,45,54.29
,45,54.52
,45,54.69
,45,54.77
,45,54.77
,45,54.64
,45,54.39
,45,54.04
,45,53.62
,45,53.12
,45,52.51
,45,51.77
,45,50.94
,45,50
,45,48.96
,45,47.79
,45,46.56
,45,45.26
,45,43.9
,45,42.54
,45,41.18
,45,39.91
,45,38.78
,45,37.82
,45,37.19
,45,37.12
,45,37.44
,45,37.86
,45,38.38
,45,39.13
,45,40.08
,45,41.12
,45,42.29
,45,43.64
,45,45.12
,45,46.6
,45,47.87
,45,48.88
,45,49.64
,45,50.2
,45,50.6
,45,50.87
,45,51.06
,45,51.18
,45,51.19
,45,51.09
,45,50.96
,45,50.78
,45,50.59
,45,50.37
,45,50.21
,45,50.05
,45,49.94
,45,49.87
,45,49.84
,45,49.79
,45,49.72
,45,49.57
,45,49.32
,45,49.01
,45,48.6
,45,48.15
,45,47.62
,45,46.98
,45,46.27
,45,45.51
,45,44.71
,45,43.84
,45,42.87
,45,41.98
,45,41.17
,45,40.4
,45,39.72
,45,39.1
,45,38.85
,45,39.15
,45,39.72
,45,40.26
,45,40.91
,45,41.83
,40,42.95
,40,44.19
,40,45.26
,40,46.04
,40,46.57
,40,46.88
,40,47.04
,40,47.1
,40,47.03
,40,46.82
,40,46.46
,40,45.97
,40,45.4
,40,44.7
,40,43.87
,40,42.96
,40,41.96
,40,40.9
,40,39.75
,40,38.58
,40,37.38
,40,36.26
,40,35.27
,40,34.48
,40,33.94
,40,33.78
,40,34.13
,40,34.76
,40,35.47
,40,36.38
,40,37.59
,40,38.95
,40,40.3
,40,41.66
,40,43.01
,40,44.12
,40,44.91
,40,45.45
,40,45.75
,40,45.88
,40,45.89
,40,45.77
,40,45.47
,40,45
,40,44.41
,40,43.7
,40,42.84
,40,41.86
,40,40.82
,40,39.71
,40,38.55
,40,37.38
,40,36.36
,40,35.5
,40,34.78
,40,34.32
,40,34.41
,40,35.01
,40,35.72
,40,36.54
,40,37.7
,40,39.22
,40,40.75
,40,42.09
,40,43.32
,40,44.29
,40,44.93
,40,45.28
,40,45.39
,40,45.34
,40,45.16
,40,44.86
,40,44.39
,40,43.83
,40,43.19
,40,42.47
,40,41.68
,40,40.82
,40,39.91
,40,38.95
,40,37.96
,40,37.05
,40,36.31
,40,35.76
,40,35.34
,40,35.11
,40,35.27
,40,35.86
,40,36.62
,40,37.43
,40,38.24
,40,39.02
,40,39.81
,40,40.55
,40,41.23
,40,41.83
,40,42.14
,40,42.11
,40,41.9
,40,41.56
,40,41.14
,40,40.63
,40,40.06
,40,39.43
,40,38.82
,40,38.39
,40,38.07
,40,37.84
,40,37.69
,40,37.66
,40,37.78
,40,37.99
,40,38.22
,40,38.44
,40,38.62
,40,38.77
,40,38.91
,40,39.06
,40,39.22
,40,39.38
,40,39.55
,40,39.71
,40,39.85
,40,39.98
,40,40.11
,40,40.24
,40,40.36
,40,40.46
,40,40.56
,40,40.66
,40,40.72
,40,40.74
,40,40.67
,40,40.65
,40,40.55
,40,40.26
,40,39.84
,40,39.52
,40,39.4
,40,39.31
,40,39.31
,40,39.49
,40,39.7
,40,39.88
,40,40.07
,40,40.07
,40,40.23
,40,40.43
,40,40.65
,40,40.89
,40,41.09
,45,41.28
,45,41.45
,45,41.67
,45,42.24
,45,43.24
,45,44.29
,45,45.09
,45,45.84
,45,46.58
,45,47.29
,45,47.95
,45,48.43
,45,48.62
,45,48.56
,45,48.33
,45,48.02
,45,47.62
,45,47.12
,45,46.54
,45,45.91
,45,45.2
,45,44.41
,45,43.53
,45,42.7
,45,42.02
,45,41.5
,45,41.09
,45,40.85
,45,40.76
,45,40.88
,45,41.35
,45,42.08
,45,43
,45,43.99
,45,44.96
,45,45.94
,45,46.9
,45,47.83
,45,48.67
,45,49.28
,45,49.61
,45,49.7
,45,49.67
,45,49.54
,45,49.27
,45,48.85
,45,48.34
,45,47.7
,45,46.99
,45,46.17
,45,45.28
,45,44.35
,45,43.36
,45,42.42
,45,41.61
,45,40.93
,45,40.42
,45,40.09
,45,40.18
,45,40.64
,45,41.19
,45,41.94
,45,42.9
,45,43.97
,45,44.97
,45,45.88
,45,46.74
,45,47.53
,45,48.07
,45,48.28
,45,48.19
,45,47.87
,45,47.36
,45,46.67
,45,45.83
,45,44.87
,45,43.8
,45,42.76
,45,41.85
,45,41.17
,45,40.55
,45,40.04
,45,40.08
,45,40.32
,45,40.7
,45,41.45
,45,42.46
,45,43.65
,45,45.02
,45,46.53
,45,48.06
,45,49.55
,45,50.89
,45,52.05
,45,53.04
,45,53.88
,45,54.6
,45,55.19
,45,55.67
,45,56.03
,45,56.27
,40,56.41
,40,56.41
,40,56.31
,40,56.12
,40,55.87
,40,55.56
,40,55.21
,40,54.81
,40,54.35
,40,53.88
,40,53.37
,40,52.8
,40,52.18
,40,51.54
,40,50.9
,40,50.25
,40,49.56
,40,48.86
,40,48.13
,40,47.4
,40,46.64
,40,45.88
,40,45.07
,40,44.24
,40,43.4
,40,42.53
,40,41.58
,40,40.59
,40,39.84
,40,39.31
,40,38.74
,40,38.09
,40,37.42
,40,36.73
,40,36.16
,40,35.67
,40,35.25
,40,35.02
,40,35.01
,40,35.38
,40,36.04
,40,36.91
,40,37.9
,40,38.88
,40,39.76
,40,40.55
,40,41.28
,40,41.9
,40,42.21
,40,42.17
,40,41.87
,40,41.35
,40,40.73
,40,40
,40,39.21
,40,38.51
,40,38.01
,40,37.7
,40,37.43
,40,37.33
,40,37.48
,40,37.6
,40,37.69
,40,37.77
,40,37.83
,40,37.88
,40,37.9
,40,37.92
,40,37.89
,40,37.79
,40,37.62
,40,37.39
,40,37.12
,40,36.85
,40,36.59
,40,36.64
,40,37.35
,40,38.54
,40,39.98
,40,41.17
,40,42.17
,40,43.08
,40,43.66
,40,43.91
,40,43.83
,40,43.46
,40,42.87
,40,42.12
,40,41.17
,40,40.08
,40,38.94
,40,37.93
,40,37.14
,40,36.45
,40,35.9
,40,35.6
,40,35.67
,40,36.09
,40,36.72
,40,37.6
,40,38.69
,40,39.77
,40,40.82
,40,41.87
,40,42.89
,40,43.69
,40,44.15
,40,44.38
,40,44.48
,40,44.53
,40,44.54
,40,44.44
,40,44.25
,40,44.01
,40,43.72
,40,43.41
,40,43.06
,40,42.69
,40,42.25
,40,41.74
,40,41.2
,40,40.61
,40,39.94
,40,39.25
,40,38.65
,40,38.16
,40,37.77
,40,37.44
,40,37.29
,40,37.25
,40,37.31
,40,37.6
,40,38.01
,40,38.52
,40,39.08
,40,39.67
,40,40.2
,40,40.75
,40,41.3
,40,41.84
,40,42.31
,40,42.67
,40,42.91
,40,43.1
,40,43.27
,40,43.37
,40,43.44
,40,43.5
,40,43.52
,40,43.52
,40,43.47
,45,43.39
,45,43.61
,45,43.97
,45,44.32
,45,44.53
,45,44.77
,45,45.09
,45,45.46
,45,45.82
,45,46.11
,45,46.35
,45,46.51
,45,46.49
,45,46.43
,45,46.21
,45,45.76
,45,45.21
,45,44.53
,45,43.81
,45,42.88
,45,42.04
,45,41.15
,45,40.34
,45,39.62
,45,39.39
,45,39.79
,45,40.44
,45,41.11
,45,42.02
,45,43.18
,45,44.53
,45,45.95
,45,47.37
,45,48.81
,45,50.06
,45,51.09
,45,51.88
,45,52.46
,45,52.87
,45,53.18
,45,53.41
,45,53.54
,45,53.56
,45,53.54
,45,53.5
,45,53.44
,45,53.36
,45,53.24
,45,53.08
,45,52.89
,45,52.64
,45,52.34
,45,52
,45,51.61
,45,51.21
,45,50.78
,45,50.35
,45,49.93
,45,49.92
,45,49.8
,45,49.64
,45,49.3
,45,49.06
,45,48.8
,45,48.5
,45,48.23
,45,47.96
,45,47.64
,45,47.31
,45,46.84
,45,46.4
,45,45.92
,45,45.47
,45,44.9
,45,44.28
,45,43.67
,45,43.13
,45,42.56
,45,42.03
,45,41.61
,45,41.23
,45,40.94
,45,40.74
,45,40.59
,45,40.47
,45,40.56
,45,41.13
,45,42.02
,45,43.06
,45,44.19
,45,45.13
,45,45.95
,45,46.73
,45,47.36
,45,47.78
,45,47.99
,45,48.07
,45,48.02
,45,47.87
,45,47.61
,40,47.24
,40,46.73
,40,46.13
,40,45.43
,40,44.63
,40,43.75
,40,42.79
,40,41.7
,40,40.52
,40,39.28
,40,37.96
,40,36.57
,40,35.27
,40,34.19
,40,33.36
,40,33.12
,40,33.49
,40,34.07
,40,34.65
,40,35.51
,40,36.63
,40,37.81
,40,39.05
,40,40.28
,40,41.5
,40,42.65
,40,43.59
,40,44.23
,40,44.59
,40,44.7
,40,44.67
,40,44.57
,40,44.39
,40,44.13
,40,43.78
,40,43.37
,40,42.91
,40,42.38
,40,41.8
,40,41.16
,40,40.5
,40,39.79
,40,39.02
,40,38.22
,40,37.48
,40,36.85
,40,36.31
,40,35.94
,40,35.67
,40,35.57
,40,36.08
,40,37.14
,40,38.59
,40,40.25
,40,41.49
,40,42.49
,40,43.29
,40,43.79
,40,44.08
,40,44.18
,40,44.16
,40,44.04
,40,43.8
,40,43.44
,40,42.99
,40,42.49
,40,41.93
,40,41.3
,40,40.63
,40,39.93
,40,39.17
,40,38.38
,40,37.62
,40,36.94
,40,36.4
,40,35.98
,40,35.7
,40,35.55
,40,35.69
,40,36.02
,40,36.55
,40,37.49
,40,38.57
,40,39.43
,40,40.11
,40,40.74
,40,41.23
,40,41.36
,40,41.22
,40,40.97
,40,40.65
,40,40.25
,40,39.78
,40,39.26
,40,38.82
,40,38.5
,40,38.27
,40,38.15
,40,38.09
,40,38.11
,40,38.28
,40,38.47
,40,38.59
,40,38.61
,40,38.58
,40,38.52
,40,38.47
,40,38.4
,40,38.34
,40,38.27
,40,38.22
,40,38.19
,40,38.17
,40,38.16
,40,38.16
,40,38.17
,40,38.15
,40,38.16
,40,38.15
,40,38.12
,40,38.08
,40,38.03
,40,37.97
,40,37.93
,40,37.88
,40,37.84
,40,37.8
,40,37.76
,40,37.71
,40,37.65
,40,37.64
,40,37.58
,40,37.54
,40,37.51
,40,37.53
,40,38.01
,40,39.09
,40,40.67
,40,42.68
,40,44.91
,40,46.86
,40,48.2
,40,49.17
,40,49.86
,40,50.34
,40,50.6
,40,50.68
,40,50.6
,40,50.4
,40,50.12
,,
,40,49.77
,45,49.38
,45,48.92
,45,48.4
,45,47.79
,45,47.1
,45,46.35
,45,45.59
,45,44.83
,45,44.02
,45,43.19
,45,42.38
,45,41.69
,45,41.17
,45,40.82
,45,40.63
,45,40.6
,45,40.71
,45,41.19
,45,42.19
,45,43.44
,45,44.61
,45,45.67
,45,46.7
,45,47.57
,45,48.2
